	1-April_family.tsv	1-August_family.tsv	1-June_family.tsv	2-April_family.tsv	2-August_family.tsv	3-April_family.tsv	4-April_family.tsv	4-August_family.tsv	5-April_family.tsv	5-August_family.tsv	6-August_family.tsv	6-June_family.tsv	7-April_family.tsv	8-April_family.tsv	9.1-August_family.tsv	9.2-August_family.tsv	N-August_family.tsv	P-April_family.tsv	P-August_family.tsv	P-June_family.tsv
Leuconostocaceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	5.0
LiUU-11-161	13.0	2.0	4.0	3.0	3.0	15.0	6.0	7.0	12.0	9.0	9.0	0.0	5.0	10.0	9.0	7.0	0.0	0.0	0.0	0.0
Limnotrichaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Listeriaceae	8.0	1.0	6.0	3.0	1.0	3.0	6.0	2.0	1.0	0.0	4.0	5.0	6.0	3.0	3.0	8.0	0.0	845.0	1052.0	1299.0
Longimicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M2PB4-65 termite group	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA-28-I98C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAT-CR-H6-H10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ML635J-40 aquatic group	6.0	4.0	2.0	0.0	0.0	8.0	4.0	0.0	4.0	2.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
MSB-3C8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MWH-CFBk5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Magnetococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Magnetospiraceae	1.0	0.0	0.0	5.0	2.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	11.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Magnetospirillaceae	0.0	3.0	5.0	1.0	8.0	2.0	4.0	17.0	1.0	5.0	7.0	0.0	23.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Marinifilaceae	3.0	3.0	1.0	0.0	3.0	6.0	4.0	3.0	10.0	5.0	3.0	0.0	2.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0
Marinilabiliaceae	14.0	12.0	2.0	5.0	12.0	17.0	7.0	3.0	21.0	5.0	7.0	0.0	2.0	3.0	9.0	2.0	11.0	0.0	0.0	0.0
Marinobacteraceae	1.0	0.0	0.0	2.0	0.0	2.0	4.0	1.0	0.0	1.0	1.0	0.0	14.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Marinomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mariprofundaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylacidiphilaceae	2.0	1.0	0.0	4.0	0.0	4.0	5.0	17.0	10.0	22.0	19.0	0.0	12.0	0.0	16.0	17.0	0.0	0.0	0.0	0.0
Methylococcaceae	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Methyloligellaceae	0.0	6.0	11.0	32.0	33.0	4.0	14.0	29.0	6.0	6.0	10.0	11.0	69.0	12.0	5.0	0.0	9.0	0.0	0.0	0.0
Methylomirabilaceae	1.0	2.0	0.0	3.0	0.0	0.0	0.0	4.0	3.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylomonaceae	1.0	2.0	0.0	5.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	0.0	13.0	5.0	4.0	0.0	3.0	0.0	1.0	0.0
Methylophagaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylophilaceae	224.0	205.0	480.0	87.0	90.0	89.0	130.0	373.0	98.0	273.0	371.0	321.0	216.0	83.0	88.0	107.0	252.0	2.0	2.0	2.0
Methylopilaceae	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micavibrionaceae	3.0	0.0	0.0	2.0	6.0	5.0	1.0	11.0	4.0	1.0	0.0	0.0	20.0	4.0	9.0	5.0	0.0	0.0	1.0	0.0
Microbacteriaceae	73.0	941.0	1443.0	195.0	1613.0	120.0	110.0	787.0	79.0	460.0	505.0	184.0	36.0	100.0	464.0	352.0	1119.0	1.0	3.0	2.0
Micrococcaceae	13.0	57.0	62.0	16.0	89.0	16.0	15.0	35.0	13.0	29.0	36.0	16.0	7.0	38.0	78.0	81.0	20.0	0.0	0.0	0.0
Microcystaceae	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micromonosporaceae	1.0	0.0	5.0	3.0	2.0	0.0	1.0	2.0	0.0	4.0	2.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0
Micropepsaceae	1.0	7.0	4.0	14.0	9.0	2.0	3.0	19.0	14.0	5.0	4.0	0.0	60.0	10.0	8.0	13.0	0.0	0.0	0.0	0.0
Microscillaceae	76.0	52.0	35.0	20.0	35.0	86.0	54.0	57.0	83.0	32.0	30.0	12.0	22.0	55.0	31.0	18.0	28.0	0.0	0.0	0.0
Microtrichaceae	0.0	2.0	7.0	6.0	10.0	2.0	0.0	8.0	0.0	2.0	4.0	0.0	2.0	44.0	2.0	15.0	0.0	0.0	0.0	0.0
MidBa8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Midichloriaceae	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	4.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
Mitochondria	5.0	6.0	5.0	15.0	13.0	8.0	11.0	11.0	20.0	12.0	13.0	6.0	101.0	17.0	15.0	9.0	0.0	0.0	0.0	0.0
Moduliflexaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Moraxellaceae	54.0	63.0	85.0	55.0	30.0	30.0	50.0	38.0	28.0	12.0	15.0	13.0	532.0	79.0	18.0	24.0	33.0	2.0	3.0	1.0
Moritellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Muribaculaceae	33.0	17.0	12.0	7.0	7.0	23.0	11.0	4.0	20.0	11.0	5.0	4.0	8.0	6.0	13.0	21.0	25.0	0.0	0.0	0.0
Mycobacteriaceae	0.0	0.0	3.0	2.0	3.0	0.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasmataceae	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Myxococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NS11-12 marine group	4650.0	2247.0	3709.0	1803.0	1602.0	6362.0	3890.0	3399.0	7473.0	9531.0	6764.0	1616.0	1961.0	2316.0	7401.0	5562.0	4193.0	19.0	12.0	11.0
NS7 marine group	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	1.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0
NS9 marine group	20.0	13.0	7.0	9.0	18.0	24.0	20.0	29.0	32.0	63.0	19.0	12.0	6.0	17.0	39.0	35.0	13.0	0.0	0.0	0.0
Nannocystaceae	0.0	0.0	0.0	8.0	2.0	2.0	0.0	6.0	1.0	3.0	1.0	0.0	5.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0
Neisseriaceae	23.0	11.0	25.0	36.0	13.0	24.0	23.0	26.0	26.0	15.0	19.0	30.0	123.0	77.0	13.0	24.0	23.0	0.0	0.0	0.0
Nitratiruptoraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitriliruptoraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrincolaceae	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Nitrococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrosococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrosomonadaceae	38.0	53.0	61.0	173.0	38.0	26.0	49.0	108.0	89.0	67.0	49.0	45.0	100.0	159.0	20.0	25.0	17.0	1.0	0.0	0.0
Nitrospinaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrospiraceae	10.0	5.0	4.0	41.0	14.0	4.0	13.0	30.0	26.0	10.0	8.0	5.0	167.0	483.0	9.0	8.0	0.0	0.0	0.0	0.0
Nocardiaceae	0.0	3.0	7.0	7.0	6.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	5.0	3.0	0.0	0.0	0.0	0.0
Nocardioidaceae	1.0	4.0	10.0	6.0	9.0	0.0	0.0	5.0	1.0	4.0	5.0	0.0	3.0	17.0	8.0	3.0	5.0	0.0	0.0	0.0
Nocardiopsaceae	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0
Nostocaceae	2.0	0.0	21.0	0.0	0.0	1.0	25.0	4.0	3.0	1.0	0.0	4.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
OCS116 clade	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Oligoflexaceae	8.0	9.0	5.0	5.0	12.0	14.0	17.0	26.0	19.0	11.0	12.0	5.0	146.0	10.0	2.0	4.0	0.0	0.0	0.0	0.0
Oligosphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Omnitrophaceae	7.0	11.0	3.0	8.0	4.0	15.0	20.0	19.0	31.0	14.0	7.0	21.0	10.0	3.0	11.0	0.0	0.0	0.0	0.0	0.0
Opitutaceae	75.0	54.0	103.0	150.0	48.0	118.0	130.0	403.0	189.0	363.0	251.0	260.0	313.0	39.0	107.0	75.0	19.0	0.0	2.0	0.0
Oscillatoriaceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P3OB-42	0.0	1.0	0.0	6.0	5.0	2.0	0.0	7.0	5.0	0.0	3.0	3.0	28.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
P5D1-392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PBS-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHOS-HE36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRD18C08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PS1 clade	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Paenibacillaceae	3.0	9.0	3.0	7.0	12.0	2.0	4.0	53.0	9.0	12.0	9.0	10.0	5.0	11.0	2.0	0.0	26.0	13.0	7.0	10.0
Paludibacteraceae	9.0	2.0	0.0	8.0	2.0	8.0	1.0	5.0	4.0	4.0	1.0	0.0	5.0	1.0	2.0	5.0	0.0	0.0	0.0	0.0
Paracaedibacteraceae	31.0	7.0	7.0	50.0	39.0	23.0	91.0	65.0	114.0	20.0	46.0	10.0	101.0	52.0	24.0	19.0	0.0	0.0	0.0	0.0
Paraspirulinaceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parvibaculaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parvularculaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pasteurellaceae	5.0	2.0	7.0	8.0	4.0	7.0	1.0	4.0	3.0	5.0	2.0	1.0	11.0	12.0	6.0	0.0	2.0	3.0	2.0	5.0
PeH15	11.0	2.0	0.0	1.0	0.0	10.0	2.0	1.0	9.0	5.0	1.0	0.0	4.0	4.0	3.0	5.0	0.0	0.0	0.0	0.0
Pedosphaeraceae	9.0	2.0	0.0	33.0	0.0	34.0	24.0	67.0	32.0	98.0	52.0	0.0	55.0	14.0	30.0	15.0	0.0	0.0	0.0	0.0
Peptococcaceae	7.0	3.0	0.0	1.0	0.0	1.0	2.0	13.0	0.0	6.0	2.0	0.0	2.0	7.0	3.0	0.0	0.0	1.0	0.0	0.0
Peptostreptococcaceae	15.0	40.0	63.0	32.0	169.0	15.0	21.0	159.0	15.0	87.0	90.0	71.0	10.0	138.0	93.0	88.0	757.0	0.0	0.0	0.0
Phaselicystidaceae	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	7.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
Phormidesmiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phormidiaceae	5.0	0.0	8.0	2.0	0.0	3.0	209.0	3.0	10.0	0.0	2.0	3.0	4.0	5.0	5.0	13.0	0.0	0.0	0.0	0.0
Phycisphaeraceae	2.0	2.0	0.0	7.0	6.0	1.0	5.0	8.0	8.0	1.0	3.0	4.0	34.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0
Pirellulaceae	4.0	4.0	5.0	12.0	2.0	1.0	7.0	14.0	6.0	8.0	3.0	0.0	36.0	8.0	1.0	6.0	0.0	0.0	0.0	0.0
Piscirickettsiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Planococcaceae	0.0	1.0	0.0	1.0	4.0	4.0	3.0	4.0	3.0	1.0	3.0	4.0	3.0	7.0	2.0	0.0	0.0	25.0	13.0	16.0
Pleomorphomonadaceae	0.0	0.0	0.0	2.0	10.0	0.0	0.0	6.0	0.0	1.0	1.0	0.0	10.0	4.0	4.0	6.0	0.0	0.0	0.0	0.0
Polyangiaceae	0.0	0.0	0.0	9.0	0.0	2.0	2.0	3.0	2.0	3.0	2.0	0.0	8.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0
Porphyromonadaceae	12.0	10.0	8.0	6.0	11.0	11.0	9.0	4.0	8.0	3.0	0.0	0.0	3.0	7.0	12.0	7.0	5.0	0.0	0.0	0.0
Porticoccaceae	1.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	14.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotellaceae	30.0	18.0	14.0	6.0	13.0	27.0	17.0	4.0	24.0	14.0	11.0	12.0	14.0	19.0	17.0	10.0	19.0	1.0	0.0	0.0
Procabacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prolixibacteraceae	18.0	18.0	22.0	5.0	15.0	22.0	15.0	30.0	24.0	29.0	7.0	4.0	11.0	10.0	7.0	6.0	13.0	0.0	0.0	0.0
Promicromonosporaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Propionibacteriaceae	9.0	17.0	7.0	7.0	20.0	4.0	6.0	8.0	4.0	18.0	5.0	6.0	8.0	47.0	26.0	19.0	6.0	0.0	1.0	0.0
Pseudanabaenaceae	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoalteromonadaceae	4.0	2.0	6.0	4.0	2.0	0.0	2.0	3.0	4.0	1.0	3.0	0.0	12.0	10.0	2.0	0.0	0.0	0.0	1.0	0.0
Pseudohongiellaceae	5.0	1.0	1.0	4.0	0.0	0.0	2.0	0.0	1.0	2.0	1.0	0.0	105.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Pseudomonadaceae	270.0	116.0	203.0	365.0	104.0	204.0	272.0	198.0	266.0	162.0	129.0	98.0	2813.0	445.0	153.0	187.0	305.0	288.0	269.0	352.0
Pseudonocardiaceae	0.0	1.0	0.0	1.0	3.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0
Puniceicoccaceae	108.0	11.0	23.0	262.0	16.0	234.0	200.0	520.0	260.0	690.0	477.0	67.0	442.0	71.0	276.0	152.0	50.0	2.0	1.0	0.0
Pyrinomonadaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Reyranellaceae	2.0	4.0	5.0	11.0	18.0	2.0	7.0	20.0	9.0	4.0	7.0	0.0	35.0	53.0	23.0	7.0	10.0	0.0	0.0	0.0
Rhizobiaceae	53.0	74.0	123.0	286.0	220.0	54.0	163.0	351.0	75.0	79.0	89.0	144.0	881.0	260.0	112.0	121.0	51.0	2.0	0.0	1.0
Rhizobiales Incertae Sedis	12.0	32.0	33.0	62.0	196.0	7.0	48.0	203.0	21.0	58.0	111.0	76.0	250.0	78.0	258.0	240.0	108.0	0.0	0.0	0.0
Rhodanobacteraceae	5.0	22.0	15.0	100.0	14.0	16.0	34.0	25.0	31.0	18.0	30.0	22.0	38.0	210.0	11.0	32.0	2.0	0.0	1.0	0.0
Rhodobacteraceae	520.0	803.0	2638.0	2224.0	4046.0	501.0	1387.0	3504.0	522.0	1226.0	2248.0	4623.0	5270.0	2060.0	3714.0	3572.0	425.0	8.0	5.0	7.0
