SampleID,Time,Place,Reads_fraction,Species,Genus,Family,Phylum
april_BC01,april,BC01,0.1,706,386,186,27
april_BC01,april,BC01,0.1,693,379,173,24
april_BC01,april,BC01,0.1,707,390,184,26
april_BC01,april,BC01,0.1,699,380,171,22
april_BC01,april,BC01,0.1,709,404,195,22
april_BC01,april,BC01,0.1,704,384,182,23
april_BC01,april,BC01,0.1,729,396,190,23
april_BC01,april,BC01,0.1,692,383,192,30
april_BC01,april,BC01,0.1,691,385,180,26
april_BC01,april,BC01,0.1,714,397,188,24
april_BC01,april,BC01,0.2,1004,518,229,31
april_BC01,april,BC01,0.2,1010,514,230,33
april_BC01,april,BC01,0.2,1023,530,236,33
april_BC01,april,BC01,0.2,1012,518,237,32
april_BC01,april,BC01,0.2,980,515,220,30
april_BC01,april,BC01,0.2,1015,510,225,33
april_BC01,april,BC01,0.2,1028,530,227,30
april_BC01,april,BC01,0.2,974,517,233,31
april_BC01,april,BC01,0.2,1027,528,227,31
april_BC01,april,BC01,0.2,1011,535,240,32
april_BC01,april,BC01,0.3,1201,605,250,35
april_BC01,april,BC01,0.3,1245,613,250,36
april_BC01,april,BC01,0.3,1247,603,253,34
april_BC01,april,BC01,0.3,1216,616,255,34
april_BC01,april,BC01,0.3,1206,583,246,32
april_BC01,april,BC01,0.3,1211,621,255,35
april_BC01,april,BC01,0.3,1229,605,246,32
april_BC01,april,BC01,0.3,1247,605,253,35
april_BC01,april,BC01,0.3,1250,599,249,34
april_BC01,april,BC01,0.3,1221,626,258,32
april_BC01,april,BC01,0.4,1379,663,264,35
april_BC01,april,BC01,0.4,1391,668,266,35
april_BC01,april,BC01,0.4,1368,661,273,35
april_BC01,april,BC01,0.4,1373,655,263,34
april_BC01,april,BC01,0.4,1393,673,272,37
april_BC01,april,BC01,0.4,1386,682,271,35
april_BC01,april,BC01,0.4,1365,657,266,35
april_BC01,april,BC01,0.4,1372,662,271,35
april_BC01,april,BC01,0.4,1379,660,265,33
april_BC01,april,BC01,0.4,1396,678,271,36
april_BC01,april,BC01,0.5,1501,710,277,38
april_BC01,april,BC01,0.5,1518,706,279,36
april_BC01,april,BC01,0.5,1497,708,273,36
april_BC01,april,BC01,0.5,1498,707,272,35
april_BC01,april,BC01,0.5,1488,711,285,37
april_BC01,april,BC01,0.5,1483,711,275,37
april_BC01,april,BC01,0.5,1511,705,272,34
april_BC01,april,BC01,0.5,1545,716,282,35
april_BC01,april,BC01,0.5,1508,721,278,37
april_BC01,april,BC01,0.5,1483,708,271,36
april_BC01,april,BC01,0.6,1599,740,279,37
april_BC01,april,BC01,0.6,1615,747,293,37
april_BC01,april,BC01,0.6,1584,737,282,37
april_BC01,april,BC01,0.6,1561,736,288,37
april_BC01,april,BC01,0.6,1600,725,282,36
april_BC01,april,BC01,0.6,1596,743,281,38
april_BC01,april,BC01,0.6,1618,743,283,37
april_BC01,april,BC01,0.6,1631,748,281,37
april_BC01,april,BC01,0.6,1617,742,283,38
april_BC01,april,BC01,0.6,1600,738,280,35
april_BC01,april,BC01,0.7,1685,766,293,37
april_BC01,april,BC01,0.7,1678,767,290,37
april_BC01,april,BC01,0.7,1675,760,291,37
april_BC01,april,BC01,0.7,1668,757,285,35
april_BC01,april,BC01,0.7,1674,758,285,37
april_BC01,april,BC01,0.7,1704,769,288,37
april_BC01,april,BC01,0.7,1694,771,292,38
april_BC01,april,BC01,0.7,1659,750,287,37
april_BC01,april,BC01,0.7,1658,760,287,36
april_BC01,april,BC01,0.7,1687,771,291,38
april_BC01,april,BC01,0.8,1756,785,293,38
april_BC01,april,BC01,0.8,1755,793,299,38
april_BC01,april,BC01,0.8,1758,788,297,38
april_BC01,april,BC01,0.8,1770,788,297,38
april_BC01,april,BC01,0.8,1736,777,292,38
april_BC01,april,BC01,0.8,1746,783,296,38
april_BC01,april,BC01,0.8,1746,781,294,37
april_BC01,april,BC01,0.8,1737,787,297,38
april_BC01,april,BC01,0.8,1753,775,294,38
april_BC01,april,BC01,0.8,1764,777,295,37
april_BC01,april,BC01,0.9,1795,804,297,38
april_BC01,april,BC01,0.9,1815,802,297,38
april_BC01,april,BC01,0.9,1810,800,296,38
april_BC01,april,BC01,0.9,1811,804,295,38
april_BC01,april,BC01,0.9,1814,803,300,38
april_BC01,april,BC01,0.9,1784,801,297,37
april_BC01,april,BC01,0.9,1804,804,299,38
april_BC01,april,BC01,0.9,1801,806,299,38
april_BC01,april,BC01,0.9,1796,802,297,37
april_BC01,april,BC01,0.9,1813,802,295,38
april_BC01,april,BC01,1,1861,815,300,38
april_BC01,april,BC01,1,1861,815,300,38
april_BC01,april,BC01,1,1861,815,300,38
april_BC01,april,BC01,1,1861,815,300,38
april_BC01,april,BC01,1,1861,815,300,38
april_BC01,april,BC01,1,1861,815,300,38
april_BC01,april,BC01,1,1861,815,300,38
april_BC01,april,BC01,1,1861,815,300,38
april_BC01,april,BC01,1,1861,815,300,38
april_BC01,april,BC01,1,1861,815,300,38
april_BC02,april,BC02,0.1,657,367,182,26
april_BC02,april,BC02,0.1,638,349,168,21
april_BC02,april,BC02,0.1,603,336,165,27
april_BC02,april,BC02,0.1,657,359,179,22
april_BC02,april,BC02,0.1,660,341,175,23
april_BC02,april,BC02,0.1,607,356,169,23
april_BC02,april,BC02,0.1,677,367,174,21
april_BC02,april,BC02,0.1,672,367,176,26
april_BC02,april,BC02,0.1,614,346,174,24
april_BC02,april,BC02,0.1,617,339,169,22
april_BC02,april,BC02,0.2,934,502,228,31
april_BC02,april,BC02,0.2,965,481,220,27
april_BC02,april,BC02,0.2,884,449,212,27
april_BC02,april,BC02,0.2,900,475,228,31
april_BC02,april,BC02,0.2,925,458,207,32
april_BC02,april,BC02,0.2,885,442,203,26
april_BC02,april,BC02,0.2,929,467,211,31
april_BC02,april,BC02,0.2,895,461,218,33
april_BC02,april,BC02,0.2,918,467,224,31
april_BC02,april,BC02,0.2,954,506,215,31
april_BC02,april,BC02,0.3,1090,537,234,29
april_BC02,april,BC02,0.3,1068,540,238,33
april_BC02,april,BC02,0.3,1108,540,237,31
april_BC02,april,BC02,0.3,1086,554,235,33
april_BC02,april,BC02,0.3,1083,534,233,33
april_BC02,april,BC02,0.3,1106,566,251,31
april_BC02,april,BC02,0.3,1138,567,245,35
april_BC02,april,BC02,0.3,1112,560,245,30
april_BC02,april,BC02,0.3,1098,558,239,33
april_BC02,april,BC02,0.3,1070,541,231,32
april_BC02,april,BC02,0.4,1239,629,266,34
april_BC02,april,BC02,0.4,1235,624,258,31
april_BC02,april,BC02,0.4,1204,615,253,32
april_BC02,april,BC02,0.4,1293,619,261,34
april_BC02,april,BC02,0.4,1241,617,257,32
april_BC02,april,BC02,0.4,1247,616,251,35
april_BC02,april,BC02,0.4,1251,605,259,31
april_BC02,april,BC02,0.4,1247,623,259,35
april_BC02,april,BC02,0.4,1299,624,254,34
april_BC02,april,BC02,0.4,1266,607,263,33
april_BC02,april,BC02,0.5,1355,641,265,35
april_BC02,april,BC02,0.5,1416,660,276,35
april_BC02,april,BC02,0.5,1343,644,267,35
april_BC02,april,BC02,0.5,1355,643,267,35
april_BC02,april,BC02,0.5,1362,653,270,35
april_BC02,april,BC02,0.5,1375,661,266,36
april_BC02,april,BC02,0.5,1387,651,268,35
april_BC02,april,BC02,0.5,1368,676,276,35
april_BC02,april,BC02,0.5,1358,642,269,35
april_BC02,april,BC02,0.5,1371,649,264,36
april_BC02,april,BC02,0.6,1474,686,279,35
april_BC02,april,BC02,0.6,1475,697,280,35
april_BC02,april,BC02,0.6,1482,699,274,36
april_BC02,april,BC02,0.6,1486,684,270,36
april_BC02,april,BC02,0.6,1482,685,272,36
april_BC02,april,BC02,0.6,1462,686,279,36
april_BC02,april,BC02,0.6,1520,697,276,36
april_BC02,april,BC02,0.6,1477,693,274,36
april_BC02,april,BC02,0.6,1473,689,283,36
april_BC02,april,BC02,0.6,1489,689,280,36
april_BC02,april,BC02,0.7,1556,714,284,36
april_BC02,april,BC02,0.7,1542,717,285,36
april_BC02,april,BC02,0.7,1581,719,284,36
april_BC02,april,BC02,0.7,1558,718,282,36
april_BC02,april,BC02,0.7,1566,709,281,34
april_BC02,april,BC02,0.7,1548,724,281,36
april_BC02,april,BC02,0.7,1553,716,280,36
april_BC02,april,BC02,0.7,1556,721,285,36
april_BC02,april,BC02,0.7,1560,712,277,36
april_BC02,april,BC02,0.7,1579,721,279,36
april_BC02,april,BC02,0.8,1638,741,288,36
april_BC02,april,BC02,0.8,1657,742,286,36
april_BC02,april,BC02,0.8,1643,734,288,35
april_BC02,april,BC02,0.8,1621,741,286,36
april_BC02,april,BC02,0.8,1654,741,286,36
april_BC02,april,BC02,0.8,1605,733,287,36
april_BC02,april,BC02,0.8,1654,745,291,35
april_BC02,april,BC02,0.8,1591,731,283,36
april_BC02,april,BC02,0.8,1630,739,282,36
april_BC02,april,BC02,0.8,1651,742,283,36
april_BC02,april,BC02,0.9,1689,762,292,36
april_BC02,april,BC02,0.9,1702,758,288,36
april_BC02,april,BC02,0.9,1703,769,293,36
april_BC02,april,BC02,0.9,1701,761,291,36
april_BC02,april,BC02,0.9,1712,768,290,36
april_BC02,april,BC02,0.9,1711,765,290,36
april_BC02,april,BC02,0.9,1710,764,292,36
april_BC02,april,BC02,0.9,1708,770,293,36
april_BC02,april,BC02,0.9,1690,764,292,36
april_BC02,april,BC02,0.9,1714,762,286,36
april_BC02,april,BC02,1,1761,779,294,36
april_BC02,april,BC02,1,1761,779,294,36
april_BC02,april,BC02,1,1761,779,294,36
april_BC02,april,BC02,1,1761,779,294,36
april_BC02,april,BC02,1,1761,779,294,36
april_BC02,april,BC02,1,1761,779,294,36
april_BC02,april,BC02,1,1761,779,294,36
april_BC02,april,BC02,1,1761,779,294,36
april_BC02,april,BC02,1,1761,779,294,36
april_BC02,april,BC02,1,1761,779,294,36
april_BC03,april,BC03,0.1,2106,896,319,38
april_BC03,april,BC03,0.1,2093,889,313,37
april_BC03,april,BC03,0.1,2085,888,317,39
april_BC03,april,BC03,0.1,2120,893,318,38
april_BC03,april,BC03,0.1,2061,883,313,37
april_BC03,april,BC03,0.1,2095,886,318,39
april_BC03,april,BC03,0.1,2116,884,312,37
april_BC03,april,BC03,0.1,2082,891,315,38
april_BC03,april,BC03,0.1,2069,890,316,38
april_BC03,april,BC03,0.1,2083,882,314,37
april_BC03,april,BC03,0.2,2358,945,329,38
april_BC03,april,BC03,0.2,2376,943,324,38
april_BC03,april,BC03,0.2,2387,943,326,39
april_BC03,april,BC03,0.2,2372,944,326,39
april_BC03,april,BC03,0.2,2331,944,323,39
april_BC03,april,BC03,0.2,2333,940,323,38
april_BC03,april,BC03,0.2,2361,932,322,40
april_BC03,april,BC03,0.2,2334,942,327,38
april_BC03,april,BC03,0.2,2370,952,327,39
april_BC03,april,BC03,0.2,2371,955,329,38
april_BC03,april,BC03,0.3,2497,955,324,38
april_BC03,april,BC03,0.3,2473,954,329,38
april_BC03,april,BC03,0.3,2490,965,330,40
april_BC03,april,BC03,0.3,2487,953,329,39
april_BC03,april,BC03,0.3,2484,954,326,38
april_BC03,april,BC03,0.3,2506,964,329,38
april_BC03,april,BC03,0.3,2525,960,327,39
april_BC03,april,BC03,0.3,2527,957,326,38
april_BC03,april,BC03,0.3,2490,966,332,38
april_BC03,april,BC03,0.3,2499,961,330,39
april_BC03,april,BC03,0.4,2601,980,333,40
april_BC03,april,BC03,0.4,2553,973,334,40
april_BC03,april,BC03,0.4,2560,965,329,38
april_BC03,april,BC03,0.4,2570,968,331,38
april_BC03,april,BC03,0.4,2591,971,333,38
april_BC03,april,BC03,0.4,2572,974,332,39
april_BC03,april,BC03,0.4,2593,973,330,39
april_BC03,april,BC03,0.4,2590,978,333,40
april_BC03,april,BC03,0.4,2579,976,328,39
april_BC03,april,BC03,0.4,2581,961,328,38
april_BC03,april,BC03,0.5,2642,984,336,39
april_BC03,april,BC03,0.5,2631,983,333,40
april_BC03,april,BC03,0.5,2652,981,335,39
april_BC03,april,BC03,0.5,2644,982,337,39
april_BC03,april,BC03,0.5,2628,981,336,39
april_BC03,april,BC03,0.5,2664,973,332,39
april_BC03,april,BC03,0.5,2661,980,330,39
april_BC03,april,BC03,0.5,2662,986,336,40
april_BC03,april,BC03,0.5,2631,979,337,38
april_BC03,april,BC03,0.5,2642,978,332,39
april_BC03,april,BC03,0.6,2694,989,335,40
april_BC03,april,BC03,0.6,2702,994,336,40
april_BC03,april,BC03,0.6,2687,988,336,40
april_BC03,april,BC03,0.6,2686,983,336,39
april_BC03,april,BC03,0.6,2698,983,338,39
april_BC03,april,BC03,0.6,2664,986,336,39
april_BC03,april,BC03,0.6,2690,986,335,39
april_BC03,april,BC03,0.6,2669,989,338,39
april_BC03,april,BC03,0.6,2699,993,337,40
april_BC03,april,BC03,0.6,2667,987,337,40
april_BC03,april,BC03,0.7,2729,983,336,39
april_BC03,april,BC03,0.7,2705,990,337,39
april_BC03,april,BC03,0.7,2729,994,337,40
april_BC03,april,BC03,0.7,2708,990,335,40
april_BC03,april,BC03,0.7,2740,993,337,40
april_BC03,april,BC03,0.7,2742,994,339,40
april_BC03,april,BC03,0.7,2725,987,335,40
april_BC03,april,BC03,0.7,2718,985,336,39
april_BC03,april,BC03,0.7,2705,986,338,40
april_BC03,april,BC03,0.7,2729,989,338,39
april_BC03,april,BC03,0.8,2740,991,339,39
april_BC03,april,BC03,0.8,2746,994,336,40
april_BC03,april,BC03,0.8,2741,995,340,40
april_BC03,april,BC03,0.8,2756,999,339,40
april_BC03,april,BC03,0.8,2744,992,337,39
april_BC03,april,BC03,0.8,2759,996,337,40
april_BC03,april,BC03,0.8,2744,991,337,39
april_BC03,april,BC03,0.8,2762,995,339,39
april_BC03,april,BC03,0.8,2755,999,340,40
april_BC03,april,BC03,0.8,2758,996,338,40
april_BC03,april,BC03,0.9,2786,998,337,40
april_BC03,april,BC03,0.9,2785,1002,340,40
april_BC03,april,BC03,0.9,2778,997,340,39
april_BC03,april,BC03,0.9,2783,1001,339,39
april_BC03,april,BC03,0.9,2778,998,336,40
april_BC03,april,BC03,0.9,2774,999,339,40
april_BC03,april,BC03,0.9,2792,998,338,40
april_BC03,april,BC03,0.9,2774,997,339,39
april_BC03,april,BC03,0.9,2781,1003,340,40
april_BC03,april,BC03,0.9,2775,998,339,40
april_BC03,april,BC03,1,2801,1003,340,40
april_BC03,april,BC03,1,2801,1003,340,40
april_BC03,april,BC03,1,2801,1003,340,40
april_BC03,april,BC03,1,2801,1003,340,40
april_BC03,april,BC03,1,2801,1003,340,40
april_BC03,april,BC03,1,2801,1003,340,40
april_BC03,april,BC03,1,2801,1003,340,40
april_BC03,april,BC03,1,2801,1003,340,40
april_BC03,april,BC03,1,2801,1003,340,40
april_BC03,april,BC03,1,2801,1003,340,40
april_BC04,april,BC04,0.1,2266,916,321,38
april_BC04,april,BC04,0.1,2257,903,311,37
april_BC04,april,BC04,0.1,2224,899,314,38
april_BC04,april,BC04,0.1,2278,917,318,39
april_BC04,april,BC04,0.1,2273,919,322,40
april_BC04,april,BC04,0.1,2261,916,320,38
april_BC04,april,BC04,0.1,2228,897,313,37
april_BC04,april,BC04,0.1,2247,909,321,39
april_BC04,april,BC04,0.1,2251,922,318,38
april_BC04,april,BC04,0.1,2251,919,323,38
april_BC04,april,BC04,0.2,2452,943,325,39
april_BC04,april,BC04,0.2,2449,936,324,39
april_BC04,april,BC04,0.2,2455,943,327,38
april_BC04,april,BC04,0.2,2482,950,327,39
april_BC04,april,BC04,0.2,2450,950,328,38
april_BC04,april,BC04,0.2,2455,951,328,39
april_BC04,april,BC04,0.2,2452,939,327,39
april_BC04,april,BC04,0.2,2450,950,326,39
april_BC04,april,BC04,0.2,2487,949,332,39
april_BC04,april,BC04,0.2,2478,939,324,38
april_BC04,april,BC04,0.3,2592,969,330,39
april_BC04,april,BC04,0.3,2582,966,330,39
april_BC04,april,BC04,0.3,2576,964,334,39
april_BC04,april,BC04,0.3,2588,962,330,39
april_BC04,april,BC04,0.3,2579,962,335,39
april_BC04,april,BC04,0.3,2582,957,332,38
april_BC04,april,BC04,0.3,2585,960,333,40
april_BC04,april,BC04,0.3,2547,955,329,39
april_BC04,april,BC04,0.3,2590,961,333,39
april_BC04,april,BC04,0.3,2550,957,333,38
april_BC04,april,BC04,0.4,2614,963,332,39
april_BC04,april,BC04,0.4,2646,965,334,39
april_BC04,april,BC04,0.4,2646,973,337,40
april_BC04,april,BC04,0.4,2631,965,333,39
april_BC04,april,BC04,0.4,2650,975,338,39
april_BC04,april,BC04,0.4,2660,975,340,39
april_BC04,april,BC04,0.4,2627,967,335,39
april_BC04,april,BC04,0.4,2630,973,338,39
april_BC04,april,BC04,0.4,2645,965,337,40
april_BC04,april,BC04,0.4,2645,973,336,39
april_BC04,april,BC04,0.5,2654,968,330,40
april_BC04,april,BC04,0.5,2674,977,334,40
april_BC04,april,BC04,0.5,2684,980,336,39
april_BC04,april,BC04,0.5,2696,983,336,40
april_BC04,april,BC04,0.5,2683,974,335,39
april_BC04,april,BC04,0.5,2688,975,337,39
april_BC04,april,BC04,0.5,2684,981,333,40
april_BC04,april,BC04,0.5,2684,978,339,40
april_BC04,april,BC04,0.5,2664,973,336,39
april_BC04,april,BC04,0.5,2686,979,338,39
april_BC04,april,BC04,0.6,2711,982,340,38
april_BC04,april,BC04,0.6,2732,980,336,40
april_BC04,april,BC04,0.6,2716,982,339,39
april_BC04,april,BC04,0.6,2712,981,339,39
april_BC04,april,BC04,0.6,2743,982,336,39
april_BC04,april,BC04,0.6,2713,986,339,40
april_BC04,april,BC04,0.6,2733,980,341,39
april_BC04,april,BC04,0.6,2703,977,336,40
april_BC04,april,BC04,0.6,2738,990,340,40
april_BC04,april,BC04,0.6,2725,976,336,40
april_BC04,april,BC04,0.7,2761,987,341,40
april_BC04,april,BC04,0.7,2741,988,338,39
april_BC04,april,BC04,0.7,2755,988,338,40
april_BC04,april,BC04,0.7,2758,987,340,40
april_BC04,april,BC04,0.7,2767,988,341,40
april_BC04,april,BC04,0.7,2754,985,341,39
april_BC04,april,BC04,0.7,2756,985,340,40
april_BC04,april,BC04,0.7,2759,985,341,40
april_BC04,april,BC04,0.7,2758,981,341,39
april_BC04,april,BC04,0.7,2748,984,339,39
april_BC04,april,BC04,0.8,2774,995,342,40
april_BC04,april,BC04,0.8,2783,993,341,39
april_BC04,april,BC04,0.8,2780,994,342,40
april_BC04,april,BC04,0.8,2793,992,342,40
april_BC04,april,BC04,0.8,2782,989,340,39
april_BC04,april,BC04,0.8,2764,986,341,40
april_BC04,april,BC04,0.8,2791,995,343,40
april_BC04,april,BC04,0.8,2787,993,341,40
april_BC04,april,BC04,0.8,2784,995,342,40
april_BC04,april,BC04,0.8,2772,991,343,40
april_BC04,april,BC04,0.9,2804,996,342,40
april_BC04,april,BC04,0.9,2787,988,341,40
april_BC04,april,BC04,0.9,2796,991,343,40
april_BC04,april,BC04,0.9,2811,997,342,40
april_BC04,april,BC04,0.9,2805,996,343,40
april_BC04,april,BC04,0.9,2803,992,341,40
april_BC04,april,BC04,0.9,2807,996,343,40
april_BC04,april,BC04,0.9,2799,992,341,40
april_BC04,april,BC04,0.9,2803,993,342,40
april_BC04,april,BC04,0.9,2805,995,342,40
april_BC04,april,BC04,1,2822,997,343,40
april_BC04,april,BC04,1,2822,997,343,40
april_BC04,april,BC04,1,2822,997,343,40
april_BC04,april,BC04,1,2822,997,343,40
april_BC04,april,BC04,1,2822,997,343,40
april_BC04,april,BC04,1,2822,997,343,40
april_BC04,april,BC04,1,2822,997,343,40
april_BC04,april,BC04,1,2822,997,343,40
april_BC04,april,BC04,1,2822,997,343,40
april_BC04,april,BC04,1,2822,997,343,40
april_BC05,april,BC05,0.1,233,146,102,15
april_BC05,april,BC05,0.1,240,138,82,11
april_BC05,april,BC05,0.1,238,143,93,12
april_BC05,april,BC05,0.1,256,166,102,18
april_BC05,april,BC05,0.1,239,170,107,16
april_BC05,april,BC05,0.1,202,142,85,14
april_BC05,april,BC05,0.1,235,152,99,12
april_BC05,april,BC05,0.1,208,128,77,10
april_BC05,april,BC05,0.1,215,142,79,14
april_BC05,april,BC05,0.1,225,144,94,13
april_BC05,april,BC05,0.2,336,212,121,17
april_BC05,april,BC05,0.2,367,229,125,16
april_BC05,april,BC05,0.2,382,216,127,18
april_BC05,april,BC05,0.2,377,212,127,16
april_BC05,april,BC05,0.2,369,224,133,18
april_BC05,april,BC05,0.2,343,216,127,15
april_BC05,april,BC05,0.2,370,216,130,20
april_BC05,april,BC05,0.2,371,235,129,16
april_BC05,april,BC05,0.2,384,246,131,17
april_BC05,april,BC05,0.2,375,231,127,21
april_BC05,april,BC05,0.3,482,291,154,23
april_BC05,april,BC05,0.3,489,283,149,22
april_BC05,april,BC05,0.3,452,263,152,23
april_BC05,april,BC05,0.3,491,292,157,19
april_BC05,april,BC05,0.3,501,302,167,25
april_BC05,april,BC05,0.3,465,278,148,20
april_BC05,april,BC05,0.3,453,279,153,21
april_BC05,april,BC05,0.3,496,290,152,24
april_BC05,april,BC05,0.3,468,281,154,23
april_BC05,april,BC05,0.3,519,312,160,20
april_BC05,april,BC05,0.4,583,336,165,24
april_BC05,april,BC05,0.4,585,349,177,24
april_BC05,april,BC05,0.4,595,344,174,24
april_BC05,april,BC05,0.4,546,309,163,22
april_BC05,april,BC05,0.4,590,334,173,25
april_BC05,april,BC05,0.4,600,354,183,25
april_BC05,april,BC05,0.4,592,350,180,22
april_BC05,april,BC05,0.4,579,341,185,25
april_BC05,april,BC05,0.4,594,345,171,25
april_BC05,april,BC05,0.4,579,330,169,22
april_BC05,april,BC05,0.5,659,383,183,23
april_BC05,april,BC05,0.5,657,386,192,27
april_BC05,april,BC05,0.5,668,382,199,28
april_BC05,april,BC05,0.5,702,392,195,24
april_BC05,april,BC05,0.5,642,363,190,25
april_BC05,april,BC05,0.5,674,372,191,24
april_BC05,april,BC05,0.5,697,392,194,24
april_BC05,april,BC05,0.5,676,403,197,24
april_BC05,april,BC05,0.5,661,384,187,25
april_BC05,april,BC05,0.5,673,373,188,26
april_BC05,april,BC05,0.6,733,389,188,24
april_BC05,april,BC05,0.6,776,421,206,28
