SampleID,Time,Place,Reads_fraction,Species,Genus,Family,Phylum
june_BC07,june,BC07,0.9,57,47,35,7
june_BC07,june,BC07,0.9,58,51,34,7
june_BC07,june,BC07,0.9,57,48,33,6
june_BC07,june,BC07,0.9,59,50,35,7
june_BC07,june,BC07,0.9,60,51,37,7
june_BC07,june,BC07,0.9,56,49,33,7
june_BC07,june,BC07,0.9,55,48,32,7
june_BC07,june,BC07,1,64,54,37,7
june_BC07,june,BC07,1,64,54,37,7
june_BC07,june,BC07,1,64,54,37,7
june_BC07,june,BC07,1,64,54,37,7
june_BC07,june,BC07,1,64,54,37,7
june_BC07,june,BC07,1,64,54,37,7
june_BC07,june,BC07,1,64,54,37,7
june_BC07,june,BC07,1,64,54,37,7
june_BC07,june,BC07,1,64,54,37,7
june_BC07,june,BC07,1,64,54,37,7
june_BC08,june,BC08,0.1,1149,505,227,30
june_BC08,june,BC08,0.1,1101,474,216,29
june_BC08,june,BC08,0.1,1094,474,211,33
june_BC08,june,BC08,0.1,1121,487,205,28
june_BC08,june,BC08,0.1,1106,478,214,29
june_BC08,june,BC08,0.1,1142,480,204,30
june_BC08,june,BC08,0.1,1119,479,214,31
june_BC08,june,BC08,0.1,1122,493,217,31
june_BC08,june,BC08,0.1,1152,495,212,33
june_BC08,june,BC08,0.1,1136,482,207,31
june_BC08,june,BC08,0.2,1395,597,256,33
june_BC08,june,BC08,0.2,1413,597,244,33
june_BC08,june,BC08,0.2,1430,603,248,35
june_BC08,june,BC08,0.2,1443,601,247,35
june_BC08,june,BC08,0.2,1431,615,253,35
june_BC08,june,BC08,0.2,1430,624,263,34
june_BC08,june,BC08,0.2,1397,585,242,31
june_BC08,june,BC08,0.2,1420,599,243,30
june_BC08,june,BC08,0.2,1337,571,233,31
june_BC08,june,BC08,0.2,1461,627,252,34
june_BC08,june,BC08,0.3,1566,667,270,35
june_BC08,june,BC08,0.3,1579,649,268,35
june_BC08,june,BC08,0.3,1570,662,272,35
june_BC08,june,BC08,0.3,1608,657,261,35
june_BC08,june,BC08,0.3,1565,655,266,33
june_BC08,june,BC08,0.3,1543,653,262,37
june_BC08,june,BC08,0.3,1556,649,258,36
june_BC08,june,BC08,0.3,1583,650,262,35
june_BC08,june,BC08,0.3,1573,650,264,34
june_BC08,june,BC08,0.3,1544,649,265,32
june_BC08,june,BC08,0.4,1643,685,277,35
june_BC08,june,BC08,0.4,1684,691,270,36
june_BC08,june,BC08,0.4,1717,695,281,37
june_BC08,june,BC08,0.4,1679,689,279,35
june_BC08,june,BC08,0.4,1684,701,282,37
june_BC08,june,BC08,0.4,1687,692,275,37
june_BC08,june,BC08,0.4,1690,698,278,36
june_BC08,june,BC08,0.4,1678,693,275,35
june_BC08,june,BC08,0.4,1691,698,280,36
june_BC08,june,BC08,0.4,1681,699,280,37
june_BC08,june,BC08,0.5,1785,732,280,37
june_BC08,june,BC08,0.5,1757,714,280,35
june_BC08,june,BC08,0.5,1791,720,282,37
june_BC08,june,BC08,0.5,1780,728,287,36
june_BC08,june,BC08,0.5,1770,725,285,36
june_BC08,june,BC08,0.5,1774,737,286,35
june_BC08,june,BC08,0.5,1778,731,284,35
june_BC08,june,BC08,0.5,1772,722,292,37
june_BC08,june,BC08,0.5,1783,719,282,38
june_BC08,june,BC08,0.5,1760,721,285,35
june_BC08,june,BC08,0.6,1826,744,288,37
june_BC08,june,BC08,0.6,1845,747,289,37
june_BC08,june,BC08,0.6,1835,740,286,37
june_BC08,june,BC08,0.6,1847,751,292,38
june_BC08,june,BC08,0.6,1846,748,293,38
june_BC08,june,BC08,0.6,1854,748,290,37
june_BC08,june,BC08,0.6,1862,763,295,36
june_BC08,june,BC08,0.6,1867,759,291,37
june_BC08,june,BC08,0.6,1843,751,289,38
june_BC08,june,BC08,0.6,1849,756,284,38
june_BC08,june,BC08,0.7,1887,762,294,38
june_BC08,june,BC08,0.7,1894,762,298,37
june_BC08,june,BC08,0.7,1881,764,294,38
june_BC08,june,BC08,0.7,1908,766,299,35
june_BC08,june,BC08,0.7,1884,764,296,37
june_BC08,june,BC08,0.7,1885,773,300,38
june_BC08,june,BC08,0.7,1880,751,292,37
june_BC08,june,BC08,0.7,1881,763,294,38
june_BC08,june,BC08,0.7,1891,762,294,37
june_BC08,june,BC08,0.7,1909,778,300,37
june_BC08,june,BC08,0.8,1943,776,298,38
june_BC08,june,BC08,0.8,1929,775,297,38
june_BC08,june,BC08,0.8,1932,774,294,38
june_BC08,june,BC08,0.8,1949,784,303,38
june_BC08,june,BC08,0.8,1934,774,298,37
june_BC08,june,BC08,0.8,1943,781,301,38
june_BC08,june,BC08,0.8,1938,778,297,38
june_BC08,june,BC08,0.8,1935,779,294,38
june_BC08,june,BC08,0.8,1960,785,301,37
june_BC08,june,BC08,0.8,1941,765,294,37
june_BC08,june,BC08,0.9,1996,795,302,38
june_BC08,june,BC08,0.9,1983,791,303,38
june_BC08,june,BC08,0.9,1989,794,304,38
june_BC08,june,BC08,0.9,1981,793,304,37
june_BC08,june,BC08,0.9,1995,793,302,38
june_BC08,june,BC08,0.9,1981,789,299,38
june_BC08,june,BC08,0.9,1982,792,302,38
june_BC08,june,BC08,0.9,1984,791,300,38
june_BC08,june,BC08,0.9,1986,789,302,38
june_BC08,june,BC08,0.9,1973,783,300,37
june_BC08,june,BC08,1,2018,801,304,38
june_BC08,june,BC08,1,2018,801,304,38
june_BC08,june,BC08,1,2018,801,304,38
june_BC08,june,BC08,1,2018,801,304,38
june_BC08,june,BC08,1,2018,801,304,38
june_BC08,june,BC08,1,2018,801,304,38
june_BC08,june,BC08,1,2018,801,304,38
june_BC08,june,BC08,1,2018,801,304,38
june_BC08,june,BC08,1,2018,801,304,38
june_BC08,june,BC08,1,2018,801,304,38
june_BC09,june,BC09,0.1,11,11,11,5
june_BC09,june,BC09,0.1,12,7,5,3
june_BC09,june,BC09,0.1,11,9,9,4
june_BC09,june,BC09,0.1,12,6,6,3
june_BC09,june,BC09,0.1,12,9,9,4
june_BC09,june,BC09,0.1,15,9,7,4
june_BC09,june,BC09,0.1,13,11,8,4
june_BC09,june,BC09,0.1,10,6,6,4
june_BC09,june,BC09,0.1,15,13,10,3
june_BC09,june,BC09,0.1,12,8,8,5
june_BC09,june,BC09,0.2,28,21,17,6
june_BC09,june,BC09,0.2,17,15,12,3
june_BC09,june,BC09,0.2,36,23,19,5
june_BC09,june,BC09,0.2,23,17,15,5
june_BC09,june,BC09,0.2,28,15,14,6
june_BC09,june,BC09,0.2,25,15,13,4
june_BC09,june,BC09,0.2,24,15,13,4
june_BC09,june,BC09,0.2,25,20,16,6
june_BC09,june,BC09,0.2,29,17,13,5
june_BC09,june,BC09,0.2,19,16,15,5
june_BC09,june,BC09,0.3,32,21,19,7
june_BC09,june,BC09,0.3,34,24,21,8
june_BC09,june,BC09,0.3,26,21,17,5
june_BC09,june,BC09,0.3,47,33,25,5
june_BC09,june,BC09,0.3,29,23,18,4
june_BC09,june,BC09,0.3,36,26,23,7
june_BC09,june,BC09,0.3,36,21,18,4
june_BC09,june,BC09,0.3,35,23,18,5
june_BC09,june,BC09,0.3,34,22,15,5
june_BC09,june,BC09,0.3,36,22,20,7
june_BC09,june,BC09,0.4,40,27,18,7
june_BC09,june,BC09,0.4,48,35,27,7
june_BC09,june,BC09,0.4,40,30,26,7
june_BC09,june,BC09,0.4,43,27,23,5
june_BC09,june,BC09,0.4,42,27,22,5
june_BC09,june,BC09,0.4,48,31,23,6
june_BC09,june,BC09,0.4,44,32,25,4
june_BC09,june,BC09,0.4,47,33,28,5
june_BC09,june,BC09,0.4,41,29,18,6
june_BC09,june,BC09,0.4,52,38,27,5
june_BC09,june,BC09,0.5,47,37,29,7
june_BC09,june,BC09,0.5,59,43,33,6
june_BC09,june,BC09,0.5,47,33,27,6
june_BC09,june,BC09,0.5,45,32,27,8
june_BC09,june,BC09,0.5,47,34,24,5
june_BC09,june,BC09,0.5,52,42,32,7
june_BC09,june,BC09,0.5,50,39,29,5
june_BC09,june,BC09,0.5,58,38,27,6
june_BC09,june,BC09,0.5,57,39,30,7
june_BC09,june,BC09,0.5,46,31,25,7
june_BC09,june,BC09,0.6,57,39,29,7
june_BC09,june,BC09,0.6,71,42,32,7
june_BC09,june,BC09,0.6,62,44,30,7
june_BC09,june,BC09,0.6,67,43,33,6
june_BC09,june,BC09,0.6,63,40,30,8
june_BC09,june,BC09,0.6,64,49,35,8
june_BC09,june,BC09,0.6,66,41,27,6
june_BC09,june,BC09,0.6,71,45,35,7
june_BC09,june,BC09,0.6,54,40,31,6
june_BC09,june,BC09,0.6,56,44,32,6
june_BC09,june,BC09,0.7,80,50,36,7
june_BC09,june,BC09,0.7,71,48,34,7
june_BC09,june,BC09,0.7,71,42,31,7
june_BC09,june,BC09,0.7,71,42,30,8
june_BC09,june,BC09,0.7,72,44,32,7
june_BC09,june,BC09,0.7,67,50,34,8
june_BC09,june,BC09,0.7,77,49,35,8
june_BC09,june,BC09,0.7,71,48,31,8
june_BC09,june,BC09,0.7,77,51,36,8
june_BC09,june,BC09,0.7,65,50,37,8
june_BC09,june,BC09,0.8,85,55,39,7
june_BC09,june,BC09,0.8,82,52,39,8
june_BC09,june,BC09,0.8,79,52,35,8
june_BC09,june,BC09,0.8,81,53,35,7
june_BC09,june,BC09,0.8,86,52,37,8
june_BC09,june,BC09,0.8,80,56,40,7
june_BC09,june,BC09,0.8,77,50,37,7
june_BC09,june,BC09,0.8,73,54,36,8
june_BC09,june,BC09,0.8,82,56,39,8
june_BC09,june,BC09,0.8,81,55,38,8
june_BC09,june,BC09,0.9,85,59,41,8
june_BC09,june,BC09,0.9,87,51,35,8
june_BC09,june,BC09,0.9,87,57,39,8
june_BC09,june,BC09,0.9,88,56,38,8
june_BC09,june,BC09,0.9,92,59,40,8
june_BC09,june,BC09,0.9,83,55,37,8
june_BC09,june,BC09,0.9,90,57,40,6
june_BC09,june,BC09,0.9,88,56,40,8
june_BC09,june,BC09,0.9,81,56,38,7
june_BC09,june,BC09,0.9,88,55,36,8
june_BC09,june,BC09,1,97,61,42,8
june_BC09,june,BC09,1,97,61,42,8
june_BC09,june,BC09,1,97,61,42,8
june_BC09,june,BC09,1,97,61,42,8
june_BC09,june,BC09,1,97,61,42,8
june_BC09,june,BC09,1,97,61,42,8
june_BC09,june,BC09,1,97,61,42,8
june_BC09,june,BC09,1,97,61,42,8
june_BC09,june,BC09,1,97,61,42,8
june_BC09,june,BC09,1,97,61,42,8
june_BC10,june,BC10,0.1,5,5,5,4
june_BC10,june,BC10,0.1,5,3,3,3
june_BC10,june,BC10,0.1,4,4,4,2
june_BC10,june,BC10,0.1,4,2,2,2
june_BC10,june,BC10,0.1,4,4,4,2
june_BC10,june,BC10,0.1,8,4,4,3
june_BC10,june,BC10,0.1,5,5,5,4
june_BC10,june,BC10,0.1,8,8,5,3
june_BC10,june,BC10,0.1,7,5,3,3
june_BC10,june,BC10,0.1,5,5,3,2
june_BC10,june,BC10,0.2,6,6,4,3
june_BC10,june,BC10,0.2,9,9,9,4
june_BC10,june,BC10,0.2,11,14,15,3
june_BC10,june,BC10,0.2,14,13,7,4
june_BC10,june,BC10,0.2,9,9,9,4
june_BC10,june,BC10,0.2,9,5,5,4
june_BC10,june,BC10,0.2,12,12,12,3
june_BC10,june,BC10,0.2,17,9,6,3
june_BC10,june,BC10,0.2,8,8,8,5
june_BC10,june,BC10,0.2,7,7,5,3
june_BC10,june,BC10,0.3,12,8,7,3
june_BC10,june,BC10,0.3,13,8,8,6
june_BC10,june,BC10,0.3,10,12,12,3
june_BC10,june,BC10,0.3,11,9,9,6
june_BC10,june,BC10,0.3,14,15,15,6
june_BC10,june,BC10,0.3,13,13,13,6
june_BC10,june,BC10,0.3,10,6,6,3
june_BC10,june,BC10,0.3,14,10,10,5
june_BC10,june,BC10,0.3,16,17,13,5
june_BC10,june,BC10,0.3,10,9,7,5
june_BC10,june,BC10,0.4,18,14,14,5
june_BC10,june,BC10,0.4,16,19,16,6
june_BC10,june,BC10,0.4,20,16,15,5
june_BC10,june,BC10,0.4,13,13,13,6
june_BC10,june,BC10,0.4,22,17,15,6
june_BC10,june,BC10,0.4,16,14,13,6
june_BC10,june,BC10,0.4,21,18,15,6
june_BC10,june,BC10,0.4,20,17,15,7
june_BC10,june,BC10,0.4,15,14,11,5
june_BC10,june,BC10,0.4,17,14,15,4
june_BC10,june,BC10,0.5,24,16,13,7
june_BC10,june,BC10,0.5,24,17,17,7
june_BC10,june,BC10,0.5,19,18,14,5
june_BC10,june,BC10,0.5,20,23,18,6
june_BC10,june,BC10,0.5,24,19,16,6
june_BC10,june,BC10,0.5,24,16,13,6
june_BC10,june,BC10,0.5,21,16,15,6
june_BC10,june,BC10,0.5,21,16,12,4
june_BC10,june,BC10,0.5,28,24,17,6
june_BC10,june,BC10,0.5,21,15,12,6
june_BC10,june,BC10,0.6,17,18,18,6
june_BC10,june,BC10,0.6,24,17,15,6
june_BC10,june,BC10,0.6,21,21,18,4
june_BC10,june,BC10,0.6,28,27,21,6
june_BC10,june,BC10,0.6,23,19,15,6
june_BC10,june,BC10,0.6,32,22,17,6
june_BC10,june,BC10,0.6,27,21,17,5
june_BC10,june,BC10,0.6,22,22,21,7
june_BC10,june,BC10,0.6,27,23,18,5
june_BC10,june,BC10,0.6,24,25,22,6
june_BC10,june,BC10,0.7,30,24,21,6
june_BC10,june,BC10,0.7,23,19,16,5
june_BC10,june,BC10,0.7,33,26,20,4
june_BC10,june,BC10,0.7,29,25,19,6
june_BC10,june,BC10,0.7,33,23,18,7
june_BC10,june,BC10,0.7,36,30,23,6
june_BC10,june,BC10,0.7,29,25,19,7
june_BC10,june,BC10,0.7,23,24,19,7
june_BC10,june,BC10,0.7,29,28,22,7
june_BC10,june,BC10,0.7,29,20,17,7
june_BC10,june,BC10,0.8,29,23,19,6
june_BC10,june,BC10,0.8,33,26,23,7
june_BC10,june,BC10,0.8,34,31,25,7
june_BC10,june,BC10,0.8,32,25,19,6
june_BC10,june,BC10,0.8,34,25,19,6
june_BC10,june,BC10,0.8,35,29,23,6
june_BC10,june,BC10,0.8,38,30,24,6
june_BC10,june,BC10,0.8,36,28,22,6
june_BC10,june,BC10,0.8,37,25,21,7
june_BC10,june,BC10,0.8,31,24,21,6
june_BC10,june,BC10,0.9,35,27,21,6
june_BC10,june,BC10,0.9,34,31,24,7
june_BC10,june,BC10,0.9,38,30,24,7
june_BC10,june,BC10,0.9,39,32,25,7
june_BC10,june,BC10,0.9,36,29,23,7
june_BC10,june,BC10,0.9,38,31,24,6
june_BC10,june,BC10,0.9,40,32,25,6
june_BC10,june,BC10,0.9,36,29,25,7
june_BC10,june,BC10,0.9,40,32,25,7
june_BC10,june,BC10,0.9,37,30,23,6
june_BC10,june,BC10,1,41,33,26,7
june_BC10,june,BC10,1,41,33,26,7
june_BC10,june,BC10,1,41,33,26,7
june_BC10,june,BC10,1,41,33,26,7
june_BC10,june,BC10,1,41,33,26,7
june_BC10,june,BC10,1,41,33,26,7
june_BC10,june,BC10,1,41,33,26,7
june_BC10,june,BC10,1,41,33,26,7
june_BC10,june,BC10,1,41,33,26,7
june_BC10,june,BC10,1,41,33,26,7
june_BC11,june,BC11,0.1,1214,611,253,32
june_BC11,june,BC11,0.1,1252,605,249,29
june_BC11,june,BC11,0.1,1227,623,254,32
june_BC11,june,BC11,0.1,1225,620,253,33
june_BC11,june,BC11,0.1,1283,640,258,34
june_BC11,june,BC11,0.1,1246,621,267,33
june_BC11,june,BC11,0.1,1237,628,257,31
june_BC11,june,BC11,0.1,1258,613,248,31
june_BC11,june,BC11,0.1,1237,626,257,32
june_BC11,june,BC11,0.1,1237,630,251,32
june_BC11,june,BC11,0.2,1606,746,284,34
june_BC11,june,BC11,0.2,1598,739,289,36
june_BC11,june,BC11,0.2,1603,755,278,32
june_BC11,june,BC11,0.2,1611,762,283,34
june_BC11,june,BC11,0.2,1596,773,293,35
june_BC11,june,BC11,0.2,1594,751,288,36
june_BC11,june,BC11,0.2,1643,751,284,33
june_BC11,june,BC11,0.2,1591,738,286,34
june_BC11,june,BC11,0.2,1565,754,288,34
june_BC11,june,BC11,0.2,1580,741,286,36
june_BC11,june,BC11,0.3,1781,805,300,36
june_BC11,june,BC11,0.3,1796,797,298,35
june_BC11,june,BC11,0.3,1826,808,291,34
june_BC11,june,BC11,0.3,1771,814,300,36
june_BC11,june,BC11,0.3,1795,785,295,32
june_BC11,june,BC11,0.3,1804,804,297,35
june_BC11,june,BC11,0.3,1797,818,302,36
june_BC11,june,BC11,0.3,1768,800,292,36
june_BC11,june,BC11,0.3,1809,810,294,36
june_BC11,june,BC11,0.3,1782,804,300,35
june_BC11,june,BC11,0.4,1932,849,311,36
june_BC11,june,BC11,0.4,1935,854,306,36
june_BC11,june,BC11,0.4,1916,844,308,35
june_BC11,june,BC11,0.4,1938,841,308,36
june_BC11,june,BC11,0.4,1932,852,301,36
june_BC11,june,BC11,0.4,1950,846,299,37
june_BC11,june,BC11,0.4,1963,850,311,37
june_BC11,june,BC11,0.4,1944,841,300,37
june_BC11,june,BC11,0.4,1933,840,304,37
june_BC11,june,BC11,0.4,1952,844,303,35
june_BC11,june,BC11,0.5,2044,884,313,37
june_BC11,june,BC11,0.5,2064,882,316,37
june_BC11,june,BC11,0.5,2047,865,304,37
june_BC11,june,BC11,0.5,2038,874,310,37
june_BC11,june,BC11,0.5,2051,877,310,37
june_BC11,june,BC11,0.5,2038,861,309,36
june_BC11,june,BC11,0.5,2037,875,313,37
june_BC11,june,BC11,0.5,2048,868,312,36
june_BC11,june,BC11,0.5,2049,865,308,36
june_BC11,june,BC11,0.5,2067,876,312,37
june_BC11,june,BC11,0.6,2120,888,307,37
june_BC11,june,BC11,0.6,2126,894,313,37
june_BC11,june,BC11,0.6,2117,892,312,37
june_BC11,june,BC11,0.6,2111,891,312,37
june_BC11,june,BC11,0.6,2110,882,312,37
june_BC11,june,BC11,0.6,2103,888,312,37
june_BC11,june,BC11,0.6,2128,888,312,37
june_BC11,june,BC11,0.6,2121,891,314,37
june_BC11,june,BC11,0.6,2139,889,312,37
june_BC11,june,BC11,0.6,2161,899,316,37
june_BC11,june,BC11,0.7,2186,906,313,37
june_BC11,june,BC11,0.7,2185,897,313,36
june_BC11,june,BC11,0.7,2199,894,315,37
june_BC11,june,BC11,0.7,2191,903,315,37
june_BC11,june,BC11,0.7,2189,908,317,37
june_BC11,june,BC11,0.7,2219,906,315,37
june_BC11,june,BC11,0.7,2171,909,316,37
june_BC11,june,BC11,0.7,2187,900,316,37
june_BC11,june,BC11,0.7,2187,898,317,37
june_BC11,june,BC11,0.7,2200,903,314,37
june_BC11,june,BC11,0.8,2238,908,317,37
june_BC11,june,BC11,0.8,2242,912,315,37
june_BC11,june,BC11,0.8,2242,913,316,37
june_BC11,june,BC11,0.8,2233,912,318,37
june_BC11,june,BC11,0.8,2243,913,315,37
june_BC11,june,BC11,0.8,2233,915,316,37
june_BC11,june,BC11,0.8,2237,907,314,37
june_BC11,june,BC11,0.8,2239,912,316,37
june_BC11,june,BC11,0.8,2225,909,316,36
june_BC11,june,BC11,0.8,2263,909,315,37
june_BC11,june,BC11,0.9,2291,920,317,37
june_BC11,june,BC11,0.9,2281,920,318,37
june_BC11,june,BC11,0.9,2293,916,316,37
june_BC11,june,BC11,0.9,2275,912,315,37
june_BC11,june,BC11,0.9,2280,920,318,37
june_BC11,june,BC11,0.9,2289,920,316,37
june_BC11,june,BC11,0.9,2297,918,318,37
june_BC11,june,BC11,0.9,2304,919,317,37
june_BC11,june,BC11,0.9,2297,920,317,37
june_BC11,june,BC11,0.9,2287,918,316,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC12,june,BC12,0.1,19,17,17,6
june_BC12,june,BC12,0.1,14,14,13,8
june_BC12,june,BC12,0.1,14,13,12,5
june_BC12,june,BC12,0.1,19,15,13,5
june_BC12,june,BC12,0.1,14,15,11,5
june_BC12,june,BC12,0.1,13,14,12,4
june_BC12,june,BC12,0.1,10,10,9,3
june_BC12,june,BC12,0.1,17,16,14,7
june_BC12,june,BC12,0.1,15,12,12,6
june_BC12,june,BC12,0.1,11,8,6,3
june_BC12,june,BC12,0.2,32,23,23,8
june_BC12,june,BC12,0.2,33,22,20,7
june_BC12,june,BC12,0.2,38,28,23,7
june_BC12,june,BC12,0.2,31,27,22,7
june_BC12,june,BC12,0.2,34,28,20,5
june_BC12,june,BC12,0.2,19,17,14,4
june_BC12,june,BC12,0.2,30,24,22,6
june_BC12,june,BC12,0.2,28,24,19,6
june_BC12,june,BC12,0.2,30,21,13,3
june_BC12,june,BC12,0.2,34,28,17,3
june_BC12,june,BC12,0.3,41,37,28,7
june_BC12,june,BC12,0.3,46,35,28,7
june_BC12,june,BC12,0.3,35,32,23,6
june_BC12,june,BC12,0.3,62,40,27,6
june_BC12,june,BC12,0.3,36,28,25,5
june_BC12,june,BC12,0.3,41,37,26,7
june_BC12,june,BC12,0.3,47,35,24,9
june_BC12,june,BC12,0.3,39,29,26,7
june_BC12,june,BC12,0.3,51,39,32,8
june_BC12,june,BC12,0.3,53,43,32,8
june_BC12,june,BC12,0.4,53,43,29,8
june_BC12,june,BC12,0.4,66,49,38,9
june_BC12,june,BC12,0.4,54,47,36,7
june_BC12,june,BC12,0.4,57,47,34,9
june_BC12,june,BC12,0.4,62,49,35,6
june_BC12,june,BC12,0.4,56,46,36,8
june_BC12,june,BC12,0.4,55,47,35,6
june_BC12,june,BC12,0.4,63,47,36,9
june_BC12,june,BC12,0.4,70,48,31,9
june_BC12,june,BC12,0.4,44,37,28,8
june_BC12,june,BC12,0.5,72,60,43,8
june_BC12,june,BC12,0.5,69,55,42,8
june_BC12,june,BC12,0.5,86,64,43,9
june_BC12,june,BC12,0.5,76,53,38,8
june_BC12,june,BC12,0.5,77,55,41,9
june_BC12,june,BC12,0.5,87,61,45,9
june_BC12,june,BC12,0.5,79,54,39,8
june_BC12,june,BC12,0.5,73,51,38,9
june_BC12,june,BC12,0.5,74,59,43,9
june_BC12,june,BC12,0.5,71,54,42,9
june_BC12,june,BC12,0.6,83,64,45,8
june_BC12,june,BC12,0.6,90,66,45,10
june_BC12,june,BC12,0.6,85,64,46,9
june_BC12,june,BC12,0.6,84,65,47,9
june_BC12,june,BC12,0.6,79,62,47,9
june_BC12,june,BC12,0.6,77,58,39,7
june_BC12,june,BC12,0.6,86,67,48,10
june_BC12,june,BC12,0.6,90,65,49,9
june_BC12,june,BC12,0.6,81,61,41,9
june_BC12,june,BC12,0.6,68,58,39,9
june_BC12,june,BC12,0.7,101,76,51,9
june_BC12,june,BC12,0.7,102,74,45,9
june_BC12,june,BC12,0.7,104,78,53,10
june_BC12,june,BC12,0.7,102,77,52,10
june_BC12,june,BC12,0.7,102,74,47,9
june_BC12,june,BC12,0.7,99,74,52,10
june_BC12,june,BC12,0.7,97,71,46,9
june_BC12,june,BC12,0.7,110,79,55,8
june_BC12,june,BC12,0.7,104,74,49,9
june_BC12,june,BC12,0.7,96,71,50,9
june_BC12,june,BC12,0.8,117,80,55,10
june_BC12,june,BC12,0.8,109,74,51,9
june_BC12,june,BC12,0.8,113,81,55,9
june_BC12,june,BC12,0.8,118,83,54,10
june_BC12,june,BC12,0.8,104,80,53,10
june_BC12,june,BC12,0.8,107,77,53,9
june_BC12,june,BC12,0.8,122,85,58,10
june_BC12,june,BC12,0.8,111,80,56,10
june_BC12,june,BC12,0.8,114,80,55,9
june_BC12,june,BC12,0.8,117,79,54,10
june_BC12,june,BC12,0.9,127,87,59,10
june_BC12,june,BC12,0.9,125,85,54,10
june_BC12,june,BC12,0.9,129,93,60,10
june_BC12,june,BC12,0.9,124,90,59,10
june_BC12,june,BC12,0.9,128,89,58,10
june_BC12,june,BC12,0.9,122,85,54,9
june_BC12,june,BC12,0.9,123,89,58,10
june_BC12,june,BC12,0.9,124,86,58,10
june_BC12,june,BC12,0.9,128,89,58,10
june_BC12,june,BC12,0.9,127,87,59,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
